X.,Name,Type.1,Type.2,Total,HP,Attack,Defense,Sp..Atk,Sp..Def,Speed,Generation,Legendary,Mega,Tier
181,Ampharos,Electric,,510,90,75,85,115,90,55,2,false,false,PU
182,Bellossom,Grass,,490,75,80,95,90,100,50,2,false,false,PU
185,Sudowoodo,Rock,,410,70,100,115,30,65,30,2,false,false,PU
186,Politoed,Water,,500,90,75,75,90,100,70,2,false,false,PU
189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110,2,false,false,PU
192,Sunflora,Grass,,425,75,75,55,105,85,30,2,false,false,PU
195,Quagsire,Water,Ground,430,95,85,85,65,65,35,2,false,false,PU
198,Murkrow,Dark,Flying,405,60,85,42,85,42,91,2,false,false,PU
200,Misdreavus,Ghost,,435,60,60,60,85,85,85,2,false,false,PU
201,Unown,Psychic,,336,48,72,48,72,48,48,2,false,false,PU
202,Wobbuffet,Psychic,,405,190,33,58,33,58,33,2,false,false,PU
203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85,2,false,false,PU
206,Dunsparce,Normal,,415,100,70,70,65,65,45,2,false,false,PU
217,Ursaring,Normal,,500,90,130,75,75,75,55,2,false,false,PU
219,Magcargo,Fire,Rock,410,50,50,120,80,80,30,2,false,false,PU
222,Corsola,Water,Rock,380,55,55,85,65,85,35,2,false,false,PU
224,Octillery,Water,,480,75,105,75,105,75,45,2,false,false,PU
225,Delibird,Ice,Flying,330,45,55,45,65,45,75,2,false,false,PU
234,Stantler,Normal,,465,73,95,62,85,65,85,2,false,false,PU
235,Smeargle,Normal,,250,55,20,35,20,45,75,2,false,false,PU
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,false,false,PU
262,Mightyena,Dark,,420,70,90,70,60,60,70,3,false,false,PU
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,false,false,PU
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,false,false,PU
279,Pelipper,Water,Flying,430,60,50,100,85,70,65,3,false,false,PU
284,Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,false,false,PU
289,Slaking,Normal,,670,150,160,100,95,65,100,3,false,false,PU
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,false,false,PU
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,false,false,PU
301,Delcatty,Normal,,380,70,65,65,55,55,70,3,false,false,PU
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,false,false,PU
311,Plusle,Electric,,405,60,50,40,85,75,95,3,false,false,PU
312,Minun,Electric,,405,60,40,50,75,85,95,3,false,false,PU
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,false,false,PU
314,Illumise,Bug,,400,65,47,55,73,75,85,3,false,false,PU
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,false,false,PU
317,Swalot,Poison,,467,100,73,83,73,83,55,3,false,false,PU
321,Wailord,Water,,500,170,90,45,90,45,60,3,false,false,PU
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,false,false,PU
324,Torkoal,Fire,,470,70,85,140,85,70,20,3,false,false,PU
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,false,false,PU
327,Spinda,Normal,,360,60,60,60,60,60,60,3,false,false,PU
329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,false,false,PU
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,false,false,PU
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,false,false,PU
336,Seviper,Poison,,458,73,100,60,100,60,65,3,false,false,PU
337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,false,false,PU
338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,false,false,PU
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,false,false,PU
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,false,false,PU
351,Castform,Normal,,420,70,70,70,70,70,70,3,false,false,PU
354,Banette,Ghost,,455,64,115,65,83,63,65,3,false,false,PU
356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,false,false,PU
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,false,false,PU
358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,false,false,PU
362,Glalie,Ice,,480,80,80,80,80,80,80,3,false,false,PU
365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,false,false,PU
367,Huntail,Water,,485,55,104,105,94,75,52,3,false,false,PU
368,Gorebyss,Water,,485,55,84,105,114,75,52,3,false,false,PU
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,false,false,PU
370,Luvdisc,Water,,330,43,30,55,40,65,97,3,false,false,PU
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,false,false,PU
378,Regice,Ice,,580,80,50,100,100,200,50,3,true,false,PU
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,false,false,PU
394,Prinplup,Water,,405,64,66,68,81,76,50,4,false,false,PU
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,false,false,PU
402,Kricketune,Bug,,384,77,85,51,55,51,65,4,false,false,PU
405,Luxray,Electric,,523,80,120,79,95,79,70,4,false,false,PU
409,Rampardos,Rock,,495,97,165,60,65,50,58,4,false,false,PU
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,false,false,PU
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,false,false,PU
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,false,false,PU
417,Pachirisu,Electric,,405,60,45,70,45,90,95,4,false,false,PU
419,Floatzel,Water,,495,85,105,55,85,50,115,4,false,false,PU
421,Cherrim,Grass,,450,70,60,70,87,78,85,4,false,false,PU
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,false,false,PU
428,Lopunny,Normal,,480,65,76,84,54,96,105,4,false,false,PU
432,Purugly,Normal,,452,71,82,64,64,59,112,4,false,false,PU
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,false,false,PU
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,false,false,PU
455,Carnivine,Grass,,454,74,100,72,90,72,46,4,false,false,PU
457,Lumineon,Water,,460,69,69,76,69,86,91,4,false,false,PU
463,Lickilicky,Normal,,515,110,85,95,80,95,50,4,false,false,PU
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,false,false,PU
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,false,false,PU
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,false,false,PU
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,false,false,PU
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,true,false,PU
489,Phione,Water,,480,80,80,80,80,80,80,4,true,false,PU
496,Servine,Grass,,413,60,60,75,60,75,83,5,false,false,PU
505,Watchog,Normal,,420,60,85,69,60,69,77,5,false,false,PU
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,false,false,PU
512,Simisage,Grass,,498,75,98,63,98,63,101,5,false,false,PU
514,Simisear,Fire,,498,75,98,63,98,63,101,5,false,false,PU
516,Simipour,Water,,498,75,98,63,98,63,101,5,false,false,PU
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,false,false,PU
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,false,false,PU
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,false,false,PU
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,false,false,PU
531,Audino,Normal,,445,103,60,86,60,86,50,5,false,false,PU
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,false,false,PU
550,Basculin,Water,,460,70,92,65,80,55,98,5,false,false,PU
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,false,false,PU
556,Maractus,Grass,,461,75,86,67,106,67,60,5,false,false,PU
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,false,false,PU
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,false,false,PU
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,false,false,PU
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,false,false,PU
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,false,false,PU
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,false,false,PU
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,false,false,PU
600,Klang,Steel,,440,60,80,95,70,85,50,5,false,false,PU
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,false,false,PU
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,false,false,PU
614,Beartic,Ice,,485,95,110,80,70,80,50,5,false,false,PU
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,false,false,PU
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,false,false,PU
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,false,false,PU
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,false,false,PU
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,false,false,PU
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,false,false,PU
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,false,false,PU
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,false,false,PU
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,false,false,PU
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,false,false,PU
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,false,false,PU
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,false,false,PU
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,false,false,PU
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,false,false,PU
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,false,false,PU
711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,6,false,false,PU
711,Gourgeist-Small,Ghost,Grass,494,55,85,122,58,75,99,6,false,false,PU
711,Gourgeist-Large,Ghost,Grass,494,75,95,122,58,75,69,6,false,false,PU
711,Gourgeist-Super,Ghost,Grass,494,85,100,122,58,75,54,6,false,false,PU
678,Meowstic-M,Psychic,,466,74,48,76,83,81,104,6,false,false,PU
678,Meowstic-F,Psychic,,466,74,48,76,83,81,104,6,false,false,PU
479,Rotom-F,Electric,Ice,520,50,65,107,105,107,86,4,false,false,PU
479,Rotom-S,Electric,Flying,520,50,65,107,105,107,86,4,false,false,PU
413,Wormadam-Plant,Bug,Grass,424,60,59,85,79,105,36,4,false,false,PU
413,Wormadam-Sandy,Bug,Ground,424,60,79,105,59,85,36,4,false,false,PU
413,Wormadam-Trash,Bug,Steel,424,60,69,95,69,95,36,4,false,false,PU
